bbox,centroid_zyx,cube_size,edema_vox,embedding,embedding_type,enhancing_vox,et_pct,et_vox,id,lesion_type,modality,ncr_net_vox,patient_id,pct,region,shape_4ch,source_file,split,tc_pct,tc_vox,tumor_volume_voxels,type,voxels,wt_vox
,,"[64, 64, 64]",,,,,,,mri104,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_018.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri110,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_019.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri116,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_020.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri122,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_021.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri128,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_022.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri134,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_023.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri140,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_024.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri146,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_025.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri152,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_026.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri158,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_027.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri164,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_028.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri170,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_029.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri176,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_030.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri182,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_031.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri188,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_032.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri194,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_033.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri200,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_034.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri206,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_035.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri212,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_036.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri218,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_037.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri224,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_038.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri230,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_039.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri236,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_040.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri242,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_041.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri248,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_042.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri254,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_043.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri260,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_044.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri266,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_045.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri272,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_046.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri278,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_047.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri284,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_048.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri290,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_049.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri296,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_050.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri302,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_051.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri308,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_052.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri314,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_053.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri320,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_054.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri326,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_055.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri332,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_056.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri338,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_057.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri344,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_058.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri350,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_059.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri356,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_060.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri362,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_061.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri368,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_062.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri374,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_063.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri380,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_064.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri386,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_065.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri392,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_066.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri398,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_067.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri404,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_068.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri410,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_069.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri416,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_070.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri422,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_071.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri428,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_072.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri434,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_073.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri440,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_074.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri446,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_075.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri452,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_076.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri458,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_077.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri464,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_078.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri470,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_079.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri476,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_080.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri482,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_081.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri488,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_082.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri494,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_083.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri500,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_084.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri506,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_085.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri512,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_086.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri518,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_087.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri524,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_088.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri530,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_089.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri536,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_090.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri542,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_091.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri548,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_092.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri554,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_093.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri560,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_094.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri566,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_095.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri572,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_096.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri578,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_097.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri584,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_098.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri590,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_099.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri596,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_100.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri602,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_101.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri608,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_102.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri614,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_103.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri620,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_104.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri626,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_105.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri632,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_106.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri638,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_107.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri644,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_108.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri650,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_109.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri656,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_110.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri662,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_111.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri668,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_112.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri674,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_113.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri680,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_114.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri686,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_115.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri692,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_116.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri698,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_117.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri704,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_118.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri710,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_119.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri716,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_120.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri722,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_121.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri728,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_122.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri734,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_123.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri740,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_124.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri746,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_125.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri752,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_126.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri758,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_127.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri764,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_128.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri770,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_129.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri776,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_130.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri782,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_131.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri788,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_132.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri794,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_133.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri800,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_134.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri806,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_135.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri812,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_136.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri818,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_137.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri824,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_138.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri830,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_139.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri836,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_140.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri842,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_141.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri848,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_142.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri854,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_143.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri860,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_144.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri866,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_145.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri872,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_146.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri878,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_147.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri884,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_148.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri890,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_149.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri896,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_150.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri902,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_151.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri908,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_152.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri914,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_153.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri920,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_154.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri926,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_155.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri932,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_156.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri938,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_157.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri944,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_158.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri950,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_159.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri956,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_160.pt,,,,,MRIVolume,,
,,"[64, 64, 64]",,,,,,,mri962,,MULTI_4CH,,,,,"[4, 155, 240, 240]",data/processed/train/BraTS20_Training_161.pt,,,,,MRIVolume,,
