key,lesion_type,modality,region,relationship,score,source,target
0,,,WT,has_region,,lesion219,region220
0,,,TC,has_region,,lesion219,region221
0,,,ET,has_region,,lesion219,region222
0,,,WT,has_region,,lesion225,region226
0,,,TC,has_region,,lesion225,region227
0,,,ET,has_region,,lesion225,region228
0,,,WT,has_region,,lesion231,region232
0,,,TC,has_region,,lesion231,region233
0,,,ET,has_region,,lesion231,region234
0,,,WT,has_region,,lesion237,region238
0,,,TC,has_region,,lesion237,region239
0,,,ET,has_region,,lesion237,region240
0,,,WT,has_region,,lesion243,region244
0,,,TC,has_region,,lesion243,region245
0,,,ET,has_region,,lesion243,region246
0,,,WT,has_region,,lesion249,region250
0,,,TC,has_region,,lesion249,region251
0,,,ET,has_region,,lesion249,region252
0,,,WT,has_region,,lesion255,region256
0,,,TC,has_region,,lesion255,region257
0,,,ET,has_region,,lesion255,region258
0,,,WT,has_region,,lesion261,region262
0,,,TC,has_region,,lesion261,region263
0,,,ET,has_region,,lesion261,region264
0,,,WT,has_region,,lesion267,region268
0,,,TC,has_region,,lesion267,region269
0,,,ET,has_region,,lesion267,region270
0,,,WT,has_region,,lesion273,region274
0,,,TC,has_region,,lesion273,region275
0,,,ET,has_region,,lesion273,region276
0,,,WT,has_region,,lesion279,region280
0,,,TC,has_region,,lesion279,region281
0,,,ET,has_region,,lesion279,region282
0,,,WT,has_region,,lesion285,region286
0,,,TC,has_region,,lesion285,region287
0,,,ET,has_region,,lesion285,region288
0,,,WT,has_region,,lesion291,region292
0,,,TC,has_region,,lesion291,region293
0,,,ET,has_region,,lesion291,region294
0,,,WT,has_region,,lesion297,region298
0,,,TC,has_region,,lesion297,region299
0,,,ET,has_region,,lesion297,region300
0,,,WT,has_region,,lesion303,region304
0,,,TC,has_region,,lesion303,region305
0,,,ET,has_region,,lesion303,region306
0,,,WT,has_region,,lesion309,region310
0,,,TC,has_region,,lesion309,region311
0,,,ET,has_region,,lesion309,region312
0,,,WT,has_region,,lesion315,region316
0,,,TC,has_region,,lesion315,region317
0,,,ET,has_region,,lesion315,region318
0,,,WT,has_region,,lesion321,region322
0,,,TC,has_region,,lesion321,region323
0,,,ET,has_region,,lesion321,region324
0,,,WT,has_region,,lesion327,region328
0,,,TC,has_region,,lesion327,region329
0,,,ET,has_region,,lesion327,region330
0,,,WT,has_region,,lesion333,region334
0,,,TC,has_region,,lesion333,region335
0,,,ET,has_region,,lesion333,region336
0,,,WT,has_region,,lesion339,region340
0,,,TC,has_region,,lesion339,region341
0,,,ET,has_region,,lesion339,region342
0,,,WT,has_region,,lesion345,region346
0,,,TC,has_region,,lesion345,region347
0,,,ET,has_region,,lesion345,region348
0,,,WT,has_region,,lesion351,region352
0,,,TC,has_region,,lesion351,region353
0,,,ET,has_region,,lesion351,region354
0,,,WT,has_region,,lesion357,region358
0,,,TC,has_region,,lesion357,region359
0,,,ET,has_region,,lesion357,region360
0,,,WT,has_region,,lesion363,region364
0,,,TC,has_region,,lesion363,region365
0,,,ET,has_region,,lesion363,region366
0,,,WT,has_region,,lesion369,region370
0,,,TC,has_region,,lesion369,region371
0,,,ET,has_region,,lesion369,region372
0,,,WT,has_region,,lesion375,region376
0,,,TC,has_region,,lesion375,region377
0,,,ET,has_region,,lesion375,region378
0,,,WT,has_region,,lesion381,region382
0,,,TC,has_region,,lesion381,region383
0,,,ET,has_region,,lesion381,region384
0,,,WT,has_region,,lesion387,region388
0,,,TC,has_region,,lesion387,region389
0,,,ET,has_region,,lesion387,region390
0,,,WT,has_region,,lesion393,region394
0,,,TC,has_region,,lesion393,region395
0,,,ET,has_region,,lesion393,region396
0,,,WT,has_region,,lesion399,region400
0,,,TC,has_region,,lesion399,region401
0,,,ET,has_region,,lesion399,region402
0,,,WT,has_region,,lesion405,region406
0,,,TC,has_region,,lesion405,region407
0,,,ET,has_region,,lesion405,region408
0,,,WT,has_region,,lesion411,region412
0,,,TC,has_region,,lesion411,region413
0,,,ET,has_region,,lesion411,region414
0,,,WT,has_region,,lesion417,region418
0,,,TC,has_region,,lesion417,region419
0,,,ET,has_region,,lesion417,region420
0,,,WT,has_region,,lesion423,region424
0,,,TC,has_region,,lesion423,region425
0,,,ET,has_region,,lesion423,region426
0,,,WT,has_region,,lesion429,region430
0,,,TC,has_region,,lesion429,region431
0,,,ET,has_region,,lesion429,region432
0,,,WT,has_region,,lesion435,region436
0,,,TC,has_region,,lesion435,region437
0,,,ET,has_region,,lesion435,region438
0,,,WT,has_region,,lesion441,region442
0,,,TC,has_region,,lesion441,region443
0,,,ET,has_region,,lesion441,region444
0,,,WT,has_region,,lesion447,region448
0,,,TC,has_region,,lesion447,region449
0,,,ET,has_region,,lesion447,region450
0,,,WT,has_region,,lesion453,region454
0,,,TC,has_region,,lesion453,region455
0,,,ET,has_region,,lesion453,region456
0,,,WT,has_region,,lesion459,region460
0,,,TC,has_region,,lesion459,region461
0,,,ET,has_region,,lesion459,region462
0,,,WT,has_region,,lesion465,region466
0,,,TC,has_region,,lesion465,region467
0,,,ET,has_region,,lesion465,region468
0,,,WT,has_region,,lesion471,region472
0,,,TC,has_region,,lesion471,region473
0,,,ET,has_region,,lesion471,region474
0,,,WT,has_region,,lesion477,region478
0,,,TC,has_region,,lesion477,region479
0,,,ET,has_region,,lesion477,region480
0,,,WT,has_region,,lesion483,region484
0,,,TC,has_region,,lesion483,region485
0,,,ET,has_region,,lesion483,region486
0,,,WT,has_region,,lesion489,region490
0,,,TC,has_region,,lesion489,region491
0,,,ET,has_region,,lesion489,region492
0,,,WT,has_region,,lesion495,region496
0,,,TC,has_region,,lesion495,region497
0,,,ET,has_region,,lesion495,region498
0,,,WT,has_region,,lesion501,region502
0,,,TC,has_region,,lesion501,region503
0,,,ET,has_region,,lesion501,region504
0,,,WT,has_region,,lesion507,region508
0,,,TC,has_region,,lesion507,region509
0,,,ET,has_region,,lesion507,region510
0,,,WT,has_region,,lesion513,region514
0,,,TC,has_region,,lesion513,region515
0,,,ET,has_region,,lesion513,region516
0,,,WT,has_region,,lesion519,region520
0,,,TC,has_region,,lesion519,region521
0,,,ET,has_region,,lesion519,region522
0,,,WT,has_region,,lesion525,region526
0,,,TC,has_region,,lesion525,region527
0,,,ET,has_region,,lesion525,region528
0,,,WT,has_region,,lesion531,region532
0,,,TC,has_region,,lesion531,region533
0,,,ET,has_region,,lesion531,region534
0,,,WT,has_region,,lesion537,region538
0,,,TC,has_region,,lesion537,region539
0,,,ET,has_region,,lesion537,region540
0,,,WT,has_region,,lesion543,region544
0,,,TC,has_region,,lesion543,region545
0,,,ET,has_region,,lesion543,region546
0,,,WT,has_region,,lesion549,region550
0,,,TC,has_region,,lesion549,region551
0,,,ET,has_region,,lesion549,region552
0,,,WT,has_region,,lesion555,region556
0,,,TC,has_region,,lesion555,region557
0,,,ET,has_region,,lesion555,region558
0,,,WT,has_region,,lesion561,region562
0,,,TC,has_region,,lesion561,region563
0,,,ET,has_region,,lesion561,region564
0,,,WT,has_region,,lesion567,region568
0,,,TC,has_region,,lesion567,region569
0,,,ET,has_region,,lesion567,region570
0,,,WT,has_region,,lesion573,region574
0,,,TC,has_region,,lesion573,region575
0,,,ET,has_region,,lesion573,region576
0,,,WT,has_region,,lesion579,region580
0,,,TC,has_region,,lesion579,region581
0,,,ET,has_region,,lesion579,region582
0,,,WT,has_region,,lesion585,region586
0,,,TC,has_region,,lesion585,region587
0,,,ET,has_region,,lesion585,region588
0,,,WT,has_region,,lesion591,region592
0,,,TC,has_region,,lesion591,region593
0,,,ET,has_region,,lesion591,region594
0,,,WT,has_region,,lesion597,region598
0,,,TC,has_region,,lesion597,region599
0,,,ET,has_region,,lesion597,region600
0,,,WT,has_region,,lesion603,region604
0,,,TC,has_region,,lesion603,region605
0,,,ET,has_region,,lesion603,region606
0,,,WT,has_region,,lesion609,region610
0,,,TC,has_region,,lesion609,region611
0,,,ET,has_region,,lesion609,region612
0,,,WT,has_region,,lesion615,region616
0,,,TC,has_region,,lesion615,region617
0,,,ET,has_region,,lesion615,region618
0,,,WT,has_region,,lesion621,region622
0,,,TC,has_region,,lesion621,region623
0,,,ET,has_region,,lesion621,region624
0,,,WT,has_region,,lesion627,region628
0,,,TC,has_region,,lesion627,region629
0,,,ET,has_region,,lesion627,region630
0,,,WT,has_region,,lesion633,region634
0,,,TC,has_region,,lesion633,region635
0,,,ET,has_region,,lesion633,region636
0,,,WT,has_region,,lesion639,region640
0,,,TC,has_region,,lesion639,region641
0,,,ET,has_region,,lesion639,region642
0,,,WT,has_region,,lesion645,region646
0,,,TC,has_region,,lesion645,region647
0,,,ET,has_region,,lesion645,region648
0,,,WT,has_region,,lesion651,region652
0,,,TC,has_region,,lesion651,region653
0,,,ET,has_region,,lesion651,region654
0,,,WT,has_region,,lesion657,region658
0,,,TC,has_region,,lesion657,region659
0,,,ET,has_region,,lesion657,region660
0,,,WT,has_region,,lesion663,region664
0,,,TC,has_region,,lesion663,region665
0,,,ET,has_region,,lesion663,region666
0,,,WT,has_region,,lesion669,region670
0,,,TC,has_region,,lesion669,region671
0,,,ET,has_region,,lesion669,region672
0,,,WT,has_region,,lesion675,region676
0,,,TC,has_region,,lesion675,region677
0,,,ET,has_region,,lesion675,region678
0,,,WT,has_region,,lesion681,region682
0,,,TC,has_region,,lesion681,region683
0,,,ET,has_region,,lesion681,region684
0,,,WT,has_region,,lesion687,region688
0,,,TC,has_region,,lesion687,region689
0,,,ET,has_region,,lesion687,region690
0,,,WT,has_region,,lesion693,region694
0,,,TC,has_region,,lesion693,region695
0,,,ET,has_region,,lesion693,region696
0,,,WT,has_region,,lesion699,region700
0,,,TC,has_region,,lesion699,region701
0,,,ET,has_region,,lesion699,region702
0,,,WT,has_region,,lesion705,region706
0,,,TC,has_region,,lesion705,region707
0,,,ET,has_region,,lesion705,region708
0,,,WT,has_region,,lesion711,region712
0,,,TC,has_region,,lesion711,region713
0,,,ET,has_region,,lesion711,region714
0,,,WT,has_region,,lesion717,region718
0,,,TC,has_region,,lesion717,region719
0,,,ET,has_region,,lesion717,region720
0,,,WT,has_region,,lesion723,region724
0,,,TC,has_region,,lesion723,region725
0,,,ET,has_region,,lesion723,region726
0,,,WT,has_region,,lesion729,region730
0,,,TC,has_region,,lesion729,region731
0,,,ET,has_region,,lesion729,region732
0,,,WT,has_region,,lesion735,region736
0,,,TC,has_region,,lesion735,region737
0,,,ET,has_region,,lesion735,region738
0,,,WT,has_region,,lesion741,region742
0,,,TC,has_region,,lesion741,region743
0,,,ET,has_region,,lesion741,region744
0,,,WT,has_region,,lesion747,region748
0,,,TC,has_region,,lesion747,region749
0,,,ET,has_region,,lesion747,region750
0,,,WT,has_region,,lesion753,region754
0,,,TC,has_region,,lesion753,region755
0,,,ET,has_region,,lesion753,region756
0,,,WT,has_region,,lesion759,region760
0,,,TC,has_region,,lesion759,region761
0,,,ET,has_region,,lesion759,region762
0,,,WT,has_region,,lesion765,region766
0,,,TC,has_region,,lesion765,region767
0,,,ET,has_region,,lesion765,region768
0,,,WT,has_region,,lesion771,region772
0,,,TC,has_region,,lesion771,region773
0,,,ET,has_region,,lesion771,region774
0,,,WT,has_region,,lesion777,region778
0,,,TC,has_region,,lesion777,region779
0,,,ET,has_region,,lesion777,region780
0,,,WT,has_region,,lesion783,region784
0,,,TC,has_region,,lesion783,region785
0,,,ET,has_region,,lesion783,region786
0,,,WT,has_region,,lesion789,region790
0,,,TC,has_region,,lesion789,region791
0,,,ET,has_region,,lesion789,region792
0,,,WT,has_region,,lesion795,region796
0,,,TC,has_region,,lesion795,region797
0,,,ET,has_region,,lesion795,region798
0,,,WT,has_region,,lesion801,region802
0,,,TC,has_region,,lesion801,region803
0,,,ET,has_region,,lesion801,region804
0,,,WT,has_region,,lesion807,region808
0,,,TC,has_region,,lesion807,region809
0,,,ET,has_region,,lesion807,region810
0,,,WT,has_region,,lesion813,region814
0,,,TC,has_region,,lesion813,region815
0,,,ET,has_region,,lesion813,region816
0,,,WT,has_region,,lesion819,region820
0,,,TC,has_region,,lesion819,region821
0,,,ET,has_region,,lesion819,region822
0,,,WT,has_region,,lesion825,region826
0,,,TC,has_region,,lesion825,region827
0,,,ET,has_region,,lesion825,region828
0,,,WT,has_region,,lesion831,region832
0,,,TC,has_region,,lesion831,region833
0,,,ET,has_region,,lesion831,region834
0,,,WT,has_region,,lesion837,region838
0,,,TC,has_region,,lesion837,region839
0,,,ET,has_region,,lesion837,region840
0,,,WT,has_region,,lesion843,region844
0,,,TC,has_region,,lesion843,region845
0,,,ET,has_region,,lesion843,region846
0,,,WT,has_region,,lesion849,region850
0,,,TC,has_region,,lesion849,region851
0,,,ET,has_region,,lesion849,region852
0,,,WT,has_region,,lesion855,region856
0,,,TC,has_region,,lesion855,region857
0,,,ET,has_region,,lesion855,region858
0,,,WT,has_region,,lesion861,region862
0,,,TC,has_region,,lesion861,region863
0,,,ET,has_region,,lesion861,region864
0,,,WT,has_region,,lesion867,region868
0,,,TC,has_region,,lesion867,region869
0,,,ET,has_region,,lesion867,region870
0,,,WT,has_region,,lesion873,region874
0,,,TC,has_region,,lesion873,region875
0,,,ET,has_region,,lesion873,region876
0,,,WT,has_region,,lesion879,region880
0,,,TC,has_region,,lesion879,region881
0,,,ET,has_region,,lesion879,region882
0,,,WT,has_region,,lesion885,region886
0,,,TC,has_region,,lesion885,region887
0,,,ET,has_region,,lesion885,region888
0,,,WT,has_region,,lesion891,region892
0,,,TC,has_region,,lesion891,region893
0,,,ET,has_region,,lesion891,region894
0,,,WT,has_region,,lesion897,region898
0,,,TC,has_region,,lesion897,region899
0,,,ET,has_region,,lesion897,region900
0,,,WT,has_region,,lesion903,region904
0,,,TC,has_region,,lesion903,region905
0,,,ET,has_region,,lesion903,region906
0,,,WT,has_region,,lesion909,region910
0,,,TC,has_region,,lesion909,region911
0,,,ET,has_region,,lesion909,region912
0,,,WT,has_region,,lesion915,region916
0,,,TC,has_region,,lesion915,region917
0,,,ET,has_region,,lesion915,region918
0,,,WT,has_region,,lesion921,region922
0,,,TC,has_region,,lesion921,region923
0,,,ET,has_region,,lesion921,region924
0,,,WT,has_region,,lesion927,region928
0,,,TC,has_region,,lesion927,region929
0,,,ET,has_region,,lesion927,region930
0,,,WT,has_region,,lesion933,region934
0,,,TC,has_region,,lesion933,region935
0,,,ET,has_region,,lesion933,region936
0,,,WT,has_region,,lesion939,region940
0,,,TC,has_region,,lesion939,region941
0,,,ET,has_region,,lesion939,region942
0,,,WT,has_region,,lesion945,region946
0,,,TC,has_region,,lesion945,region947
0,,,ET,has_region,,lesion945,region948
0,,,WT,has_region,,lesion951,region952
0,,,TC,has_region,,lesion951,region953
0,,,ET,has_region,,lesion951,region954
0,,,WT,has_region,,lesion957,region958
0,,,TC,has_region,,lesion957,region959
0,,,ET,has_region,,lesion957,region960
0,,,WT,has_region,,lesion963,region964
0,,,TC,has_region,,lesion963,region965
0,,,ET,has_region,,lesion963,region966
0,,,WT,has_region,,lesion969,region970
0,,,TC,has_region,,lesion969,region971
0,,,ET,has_region,,lesion969,region972
0,,,WT,has_region,,lesion975,region976
0,,,TC,has_region,,lesion975,region977
0,,,ET,has_region,,lesion975,region978
0,,,WT,has_region,,lesion981,region982
0,,,TC,has_region,,lesion981,region983
0,,,ET,has_region,,lesion981,region984
0,,,WT,has_region,,lesion987,region988
0,,,TC,has_region,,lesion987,region989
0,,,ET,has_region,,lesion987,region990
0,,,WT,has_region,,lesion993,region994
0,,,TC,has_region,,lesion993,region995
0,,,ET,has_region,,lesion993,region996
0,,,WT,has_region,,lesion999,region1000
0,,,TC,has_region,,lesion999,region1001
0,,,ET,has_region,,lesion999,region1002
0,,,WT,has_region,,lesion1005,region1006
0,,,TC,has_region,,lesion1005,region1007
0,,,ET,has_region,,lesion1005,region1008
0,,,WT,has_region,,lesion1011,region1012
0,,,TC,has_region,,lesion1011,region1013
0,,,ET,has_region,,lesion1011,region1014
0,,,WT,has_region,,lesion1017,region1018
0,,,TC,has_region,,lesion1017,region1019
0,,,ET,has_region,,lesion1017,region1020
0,,,WT,has_region,,lesion1023,region1024
0,,,TC,has_region,,lesion1023,region1025
0,,,ET,has_region,,lesion1023,region1026
0,,,WT,has_region,,lesion1029,region1030
0,,,TC,has_region,,lesion1029,region1031
0,,,ET,has_region,,lesion1029,region1032
0,,,WT,has_region,,lesion1035,region1036
0,,,TC,has_region,,lesion1035,region1037
0,,,ET,has_region,,lesion1035,region1038
0,,,WT,has_region,,lesion1041,region1042
0,,,TC,has_region,,lesion1041,region1043
0,,,ET,has_region,,lesion1041,region1044
0,,,WT,has_region,,lesion1047,region1048
0,,,TC,has_region,,lesion1047,region1049
0,,,ET,has_region,,lesion1047,region1050
0,,,WT,has_region,,lesion1053,region1054
0,,,TC,has_region,,lesion1053,region1055
0,,,ET,has_region,,lesion1053,region1056
0,,,WT,has_region,,lesion1059,region1060
0,,,TC,has_region,,lesion1059,region1061
0,,,ET,has_region,,lesion1059,region1062
0,,,WT,has_region,,lesion1065,region1066
0,,,TC,has_region,,lesion1065,region1067
0,,,ET,has_region,,lesion1065,region1068
0,,,WT,has_region,,lesion1071,region1072
0,,,TC,has_region,,lesion1071,region1073
0,,,ET,has_region,,lesion1071,region1074
0,,,WT,has_region,,lesion1077,region1078
0,,,TC,has_region,,lesion1077,region1079
0,,,ET,has_region,,lesion1077,region1080
0,,,WT,has_region,,lesion1083,region1084
0,,,TC,has_region,,lesion1083,region1085
0,,,ET,has_region,,lesion1083,region1086
0,,,WT,has_region,,lesion1089,region1090
0,,,TC,has_region,,lesion1089,region1091
0,,,ET,has_region,,lesion1089,region1092
0,,,WT,has_region,,lesion1095,region1096
0,,,TC,has_region,,lesion1095,region1097
0,,,ET,has_region,,lesion1095,region1098
0,,,WT,has_region,,lesion1101,region1102
0,,,TC,has_region,,lesion1101,region1103
0,,,ET,has_region,,lesion1101,region1104
0,,,WT,has_region,,lesion1107,region1108
0,,,TC,has_region,,lesion1107,region1109
0,,,ET,has_region,,lesion1107,region1110
0,,,WT,has_region,,lesion1113,region1114
0,,,TC,has_region,,lesion1113,region1115
0,,,ET,has_region,,lesion1113,region1116
0,,,WT,has_region,,lesion1119,region1120
0,,,TC,has_region,,lesion1119,region1121
0,,,ET,has_region,,lesion1119,region1122
0,,,WT,has_region,,lesion1125,region1126
0,,,TC,has_region,,lesion1125,region1127
0,,,ET,has_region,,lesion1125,region1128
0,,,WT,has_region,,lesion1131,region1132
0,,,TC,has_region,,lesion1131,region1133
0,,,ET,has_region,,lesion1131,region1134
0,,,WT,has_region,,lesion1137,region1138
0,,,TC,has_region,,lesion1137,region1139
0,,,ET,has_region,,lesion1137,region1140
0,,,WT,has_region,,lesion1143,region1144
0,,,TC,has_region,,lesion1143,region1145
0,,,ET,has_region,,lesion1143,region1146
0,,,WT,has_region,,lesion1149,region1150
0,,,TC,has_region,,lesion1149,region1151
0,,,ET,has_region,,lesion1149,region1152
0,,,WT,has_region,,lesion1155,region1156
0,,,TC,has_region,,lesion1155,region1157
0,,,ET,has_region,,lesion1155,region1158
0,,,WT,has_region,,lesion1161,region1162
0,,,TC,has_region,,lesion1161,region1163
0,,,ET,has_region,,lesion1161,region1164
0,,,WT,has_region,,lesion1167,region1168
0,,,TC,has_region,,lesion1167,region1169
0,,,ET,has_region,,lesion1167,region1170
0,,,WT,has_region,,lesion1173,region1174
0,,,TC,has_region,,lesion1173,region1175
0,,,ET,has_region,,lesion1173,region1176
0,,,WT,has_region,,lesion1179,region1180
0,,,TC,has_region,,lesion1179,region1181
0,,,ET,has_region,,lesion1179,region1182
0,,,WT,has_region,,lesion1185,region1186
0,,,TC,has_region,,lesion1185,region1187
0,,,ET,has_region,,lesion1185,region1188
0,,,WT,has_region,,lesion1191,region1192
0,,,TC,has_region,,lesion1191,region1193
0,,,ET,has_region,,lesion1191,region1194
0,,,WT,has_region,,lesion1197,region1198
0,,,TC,has_region,,lesion1197,region1199
0,,,ET,has_region,,lesion1197,region1200
0,,,WT,has_region,,lesion1203,region1204
0,,,TC,has_region,,lesion1203,region1205
0,,,ET,has_region,,lesion1203,region1206
0,,,WT,has_region,,lesion1209,region1210
0,,,TC,has_region,,lesion1209,region1211
0,,,ET,has_region,,lesion1209,region1212
0,,,WT,has_region,,lesion1215,region1216
0,,,TC,has_region,,lesion1215,region1217
0,,,ET,has_region,,lesion1215,region1218
0,,,WT,has_region,,lesion1221,region1222
0,,,TC,has_region,,lesion1221,region1223
0,,,ET,has_region,,lesion1221,region1224
0,,,WT,has_region,,lesion1227,region1228
0,,,TC,has_region,,lesion1227,region1229
0,,,ET,has_region,,lesion1227,region1230
0,,,WT,has_region,,lesion1233,region1234
0,,,TC,has_region,,lesion1233,region1235
0,,,ET,has_region,,lesion1233,region1236
0,,,WT,has_region,,lesion1239,region1240
0,,,TC,has_region,,lesion1239,region1241
0,,,ET,has_region,,lesion1239,region1242
0,,,WT,has_region,,lesion1245,region1246
0,,,TC,has_region,,lesion1245,region1247
0,,,ET,has_region,,lesion1245,region1248
0,,,WT,has_region,,lesion1251,region1252
0,,,TC,has_region,,lesion1251,region1253
0,,,ET,has_region,,lesion1251,region1254
0,,,WT,has_region,,lesion1257,region1258
0,,,TC,has_region,,lesion1257,region1259
0,,,ET,has_region,,lesion1257,region1260
0,,,WT,has_region,,lesion1263,region1264
0,,,TC,has_region,,lesion1263,region1265
0,,,ET,has_region,,lesion1263,region1266
0,,,WT,has_region,,lesion1269,region1270
0,,,TC,has_region,,lesion1269,region1271
0,,,ET,has_region,,lesion1269,region1272
0,,,WT,has_region,,lesion1275,region1276
0,,,TC,has_region,,lesion1275,region1277
0,,,ET,has_region,,lesion1275,region1278
0,,,WT,has_region,,lesion1281,region1282
0,,,TC,has_region,,lesion1281,region1283
0,,,ET,has_region,,lesion1281,region1284
0,,,WT,has_region,,lesion1287,region1288
0,,,TC,has_region,,lesion1287,region1289
0,,,ET,has_region,,lesion1287,region1290
0,,,WT,has_region,,lesion1293,region1294
0,,,TC,has_region,,lesion1293,region1295
0,,,ET,has_region,,lesion1293,region1296
0,,,WT,has_region,,lesion1299,region1300
0,,,TC,has_region,,lesion1299,region1301
0,,,ET,has_region,,lesion1299,region1302
0,,,WT,has_region,,lesion1305,region1306
0,,,TC,has_region,,lesion1305,region1307
0,,,ET,has_region,,lesion1305,region1308
0,,,WT,has_region,,lesion1311,region1312
0,,,TC,has_region,,lesion1311,region1313
0,,,ET,has_region,,lesion1311,region1314
0,,,WT,has_region,,lesion1317,region1318
0,,,TC,has_region,,lesion1317,region1319
0,,,ET,has_region,,lesion1317,region1320
0,,,WT,has_region,,lesion1323,region1324
0,,,TC,has_region,,lesion1323,region1325
0,,,ET,has_region,,lesion1323,region1326
0,,,WT,has_region,,lesion1329,region1330
0,,,TC,has_region,,lesion1329,region1331
0,,,ET,has_region,,lesion1329,region1332
0,,,WT,has_region,,lesion1335,region1336
0,,,TC,has_region,,lesion1335,region1337
0,,,ET,has_region,,lesion1335,region1338
0,,,WT,has_region,,lesion1341,region1342
0,,,TC,has_region,,lesion1341,region1343
0,,,ET,has_region,,lesion1341,region1344
0,,,WT,has_region,,lesion1347,region1348
0,,,TC,has_region,,lesion1347,region1349
0,,,ET,has_region,,lesion1347,region1350
0,,,WT,has_region,,lesion1353,region1354
0,,,TC,has_region,,lesion1353,region1355
0,,,ET,has_region,,lesion1353,region1356
0,,,WT,has_region,,lesion1359,region1360
